Gene Name	Gene ID	Protein ID(s)	Description	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
RBP4	ENSG00000138207.15	ENSP00000360522.1;ENSP00000360519.3;ENSP00000360524.2	retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]	382	561	18	19	18	19	0.0	0.0	92937675921.6936	126594094567.94795	0.138564918423566	0.366831837198005	0.338160641617943	-0.201062885140228	-0.377713917794485	-0.353006509136058	0.0155134181835397	1.26691241515771	-0.00205924688256687	0.0282021864461344	-0.00826206207569324	-0.290285173691958	0.00655865664608513	-0.214679842842495	-0.198676921628478	-0.0110068362794502	0.00176163560762532	-0.346645426238737	-0.170759825095054	-0.297069913697495	-0.420449583464492	0.117541359011385	0.0607649960752568	-0.478059015151779	-0.674479325179657	0.145034015304383	-0.643461188738247	-0.00176163560762532	0.602926034506552	1.07998647809265	0.651452526422688	0.379946502421713	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	553	553	553	553	553	553	553	553	553	553	553	553	553	553	553	553	553
APOA4	ENSG00000110244.7	ENSP00000350425.3	apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]	443	530	38	33	38	33	0.0	0.0	1001223804541.4266	813435958500.4496	0.307096321143309	0.0756126074526371	-0.695110209428241	-0.160974490508725	-0.0238005397558725	-0.0442571097596973	0.00983028794769769	0.847579190986181	0.621335493204252	0.348800658870843	-0.00764345717135217	-0.0229501442101565	-0.256079733429284	-0.423830997203329	-0.466582470442272	-0.00387817994835693	0.0212313495192795	0.0534125498165565	-0.260083623666333	-0.261522206096734	0.0761720960545595	-0.384829481730783	-0.349797033461051	-0.2423213914537	-0.320516858676474	-0.271138499681349	-0.61913189652843	-0.0212313495192813	0.754611238076023	0.648493929380592	0.546034099012822	0.72585237497551	440	440	440	440	440	440	440	440	440	440	440	440	440	440	440	440	440	529	529	529	529	529	529	529	529	529	529	529	529	529	529	529	529	529
SLPI	ENSG00000124107.5	ENSP00000342082.2	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]	1	1	1	1	1	1	0.0	0.0	158907474.06640625	2765751615.734375	0.474536061391523	-0.534881909714914	0.12112136658671	-0.215675496552699	0.0693658736756904	-0.305934852857965	0.0287143387778706	0.0707427371247	0.102855409805485	0.291889987623797	-0.0863091797809847	-0.250218294294058	0.0815889814021249	-0.190323478880945	-0.450133230373963	0.0564721274053612	0.115583654569569	-0.254948400741903	-0.716996220248573	0.609637948054058	0.608026602442699	-0.0674709291092483	0.121668723554475	0.267709149071191	0.331246581316108	-0.443292868585736	-0.535548177929673	-0.115583654569571	-0.160868111327005	0.549657192395987	-0.194430925340445	-0.0673697802317932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRB1	ENSG00000277807.5	ENSP00000480365.1;ENSP00000479753.1;ENSP00000478282.1;ENSP00000479887.1;ENSP00000482054.1;ENSP00000481949.1;ENSP00000480259.1;ENSP00000482125.1;ENSP00000479156.1;ENSP00000484046.1;ENSP00000481700.1;ENSP00000481972.1;ENSP00000484936.1;ENSP00000478831.1;ENSP00000481891.1;ENSP00000484746.1;ENSP00000481701.1;ENSP00000482978.1;ENSP00000477838.1;ENSP00000483139.1;ENSP00000481605.1;ENSP00000484938.1;ENSP00000379622.1;ENSP00000379618.3;ENSP00000379623.4;ENSP00000395004.2;ENSP00000379610.1;ENSP00000379608.1;ENSP00000410165.1;ENSP00000315997.7	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	4	4	3	3	1	2	0.0	0.0	825910770.15625	190202082.13671875	-0.133770143625982	0.100749764612306	-0.244057708653862	-0.203452311714504	-0.224268671402966	-0.0377054378655606	-0.00766181239841401	0.252977488967531	0.493727431535628	0.647935013953491	0.0190262604235834	-0.0355779860647196	0.150171053119782	-0.22481923840845	0.130258032589611	-0.0124871616229241	-0.0242930532728494	0.0241329579712186	-0.11303078132983	-0.307991847665829	0.0117181065255227	-0.202211518232833	0.0578794941022984	0.0786116333689737	-0.0791952867321317	-0.0100779092140968	-0.00255084668244798	0.0242930532728476	0.123677917010955	0.19186278228757	0.107176977632971	0.636210565690774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ATRN	ENSG00000088812.18	ENSP00000262919.5;ENSP00000416587.2	attractin [Source:HGNC Symbol;Acc:HGNC:885]	120	166	39	42	38	42	0.0	0.0	98066275405.24324	239978229261.53873	-0.205847977338657	0.155993725091317	-0.112649535446652	-0.191351132397237	0.0767412590681911	-0.111079254718958	0.00691635113062539	0.460541770238246	0.394593127578514	0.226301386176033	-0.0122730321902766	0.00489644660009958	-0.277211298672214	0.224140335713976	-0.193011862802184	0.0029828073273217	0.0112800012618042	0.0904812874210386	-0.186520111558757	-0.232762321101772	-0.0480077594703872	-0.339491318300897	-0.498680845128582	-0.0270834787865404	-0.119955104219173	-0.00740937868684277	-0.321160612001265	-0.0112800012618059	0.367970445512458	0.62420645758429	0.363786499222353	0.498230890744045	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
CAPN2	ENSG00000162909.18	ENSP00000399949.1;ENSP00000295006.5;ENSP00000413158.2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]	4	7	4	6	4	6	0.0	0.0	6386062037.885132	910460481.8423666	0.108692249872893	-0.0840006412279397	0.316239623432679	0.190691889083793	-0.0140848575337138	0.00335336530092345	0.063784067495817	0.122236836424761	0.191924048069128	-0.230114689973987	-0.0458464611342126	-0.190193868509981	0.0622845806444365	0.12687552123251	-0.0815726627098536	-0.0416338221776344	0.00583664966305264	0.287465893264038	0.0200826301094601	-0.118678782694023	0.514520031850786	-0.0182545607429105	0.0887341671231177	0.100793914023004	0.329456655269457	-0.0386248458972638	0.704854671708222	-0.00583664966305442	-0.136349028765217	-0.18754118608911	-0.473853685625606	-0.185459497581359	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ARHGEF7	ENSG00000102606.19	ENSP00000325994.5;ENSP00000364891.2;ENSP00000364893.2;ENSP00000495631.1;ENSP00000406732.1;ENSP00000418043.1;ENSP00000418067.1;ENSP00000418235.1;ENSP00000218789.5;ENSP00000364888.4;ENSP00000420592.1;ENSP00000397068.2;ENSP00000389890.2;ENSP00000364875.1;ENSP00000417596.1;ENSP00000445384.2	Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]	6	5	1	1	1	1	0.0	0.0005753739930955121	3664014787.9589844	6822425780.68457	-0.172671746103306	0.206150886718099	-0.0877243576573736	-0.191816709420108	-0.0880887055661468	-0.354078916979124	0.0035728032205693	0.127672867404346	-0.181540138031711	-0.209931660442096	0.00858187846499092	0.113510059978546	0.245517509044785	0.294564036431233	0.0867595337189204	-0.0115171418512174	0.0394662585321335	-0.0323107627009911	0.0837298378358007	-0.219254143348671	0.0459476468841657	0.00482764040459216	-0.082855851699378	0.0418600988055395	0.0392721317522451	0.26564349185583	-0.24855512377825	-0.0394662585321388	-0.108979201097284	0.3674647749231	-0.0364529096739474	0.0676475639505689	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
FAM3C	ENSG00000196937.11	ENSP00000353025.3;ENSP00000408636.1;ENSP00000414940.1	FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]	7	7	3	5	3	5	0.0	0.0	154889102.85262045	1181934302.7610676	0.390094472085385	0.157717778143818	0.0244827458937245	0.0784025065348182	0.00740704402087378	0.164671829872675	-0.0327998877073963	0.170042565968529	0.188391540621883	0.119682708909281	-0.0217780857123238	0.230471477707987	0.0143675482105943	0.0403499658633635	0.00159426688193953	0.045276769354353	-0.0528282792311963	0.0206742871995402	0.20422317141665	0.0953125463294064	0.216479143497704	0.0849268360039481	-0.0231711263083341	-0.0471381682486935	-0.0848401848577467	0.180370527251199	0.0202222231280444	0.052828279231198	0.0531128071304572	-0.0299226286884391	0.155125023174076	-0.254473631015429	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
OAF	ENSG00000184232.9	ENSP00000332613.3;ENSP00000431865.1	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	14	17	10	9	10	9	0.0	0.0	13780971045.015219	23719425091.734436	0.400413895506313	0.157402968526709	-0.164267688078414	0.075931533973467	0.286339554592476	-0.0365654208337833	-0.0348245358294879	0.163596374228661	-0.688492878410225	-0.455407298861244	-0.0188915103336855	-0.224331260444895	0.0025939431086508	0.304295798744434	-0.150767281054998	0.0351543031344947	-0.0408591998519654	0.126152354407211	-0.231477319892994	0.213889577495269	0.433577303321808	0.332307936186943	0.704819504801456	0.234089785565816	-0.0816804193043765	0.184596108811146	0.0459438505918826	0.0408591998519601	-0.431295421574273	-0.219410604501594	-0.488694876953762	-0.348662461120014	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
XYLT2	ENSG00000015532.10	ENSP00000017003.2;ENSP00000425511.1;ENSP00000426501.1;ENSP00000365733.3;ENSP00000428350.1;ENSP00000460517.1	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]	7	7	6	5	6	5	0.0	0.0	508380629.75130206	6246482905.740886	0.1190961695954	0.0901893922873178	-0.0586868533721479	0.0432867901328162	-0.037208813464118	0.0752532587690622	0.076305378149323	-0.116120180835562	0.11753369705426	0.171596681761072	0.0467606013147268	0.0695010214605247	0.096034619982853	-0.00718780567153487	0.156786879527148	-0.0958994807830598	0.0296021819754664	-0.203916916638534	0.10137978909906	-0.0192414795740312	-0.212126398561626	-0.0102357746441371	-0.0534980440936685	-0.143417252736153	-0.0244964820935927	0.344964134275248	0.226783977817611	-0.0296021819754682	-0.00784884703668354	0.152139533781895	0.0219015925187414	0.124788228596355	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
EPHA1	ENSG00000284816.2	ENSP00000494931.1;ENSP00000275815.3	EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]	2	2	2	2	2	2	0.0	0.0	199053903.5703125	268977346.0859375	0.604667793156587	0.0479245688260193	-0.307161719974657	-0.0975740610203761	-0.0308723264700417	0.184594910282013	-0.0232511618397364	-0.0704201950459069	0.0206518221163474	0.183220375023398	-0.00896683367204254	0.427060539995347	-0.0613686074755302	0.039211135712435	0.273627255154313	0.0310952819140224	-0.0146786264659582	-0.414042113702269	0.193272328996805	0.149141457469097	0.0357322884967122	-0.00934662318807433	-0.444812588833136	-0.286605208239241	-0.182941549842182	0.127204446257945	0.0925023629688475	0.0146786264659564	0.261863702375212	0.000227158496752367	-0.0182782745538521	-0.0149302931088151	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HSD11B1	ENSG00000117594.10	ENSP00000478430.1;ENSP00000261465.2;ENSP00000355994.3;ENSP00000355995.1	hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]	1	2	1	2	1	2	0.0	0.0	51515774.775878906	163555142.52893066	0.419170155333514	0.315668164284565	-0.062420300054983	-0.167867976611918	0.820626375331673	-0.177007076662648	0.0189262955518679	-0.926148265500707	0.312572710722621	-0.788355760174342	-0.102680088834454	0.520003526121597	-0.40410648300936	0.181957711685648	-0.0812348289824083	0.0826310796848313	-0.0172938796810227	-0.123272978853205	0.480880406400297	-0.280082881675241	-0.0430937524985939	-0.0593914516926235	-0.0130107193984932	1.09863760257703	-0.200267143010964	-0.0330981360394409	0.400812318063628	0.0172938796810209	0.368751252516288	-0.227145617080065	0.039749263523551	0.0321699432520699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
CTTN	ENSG00000288401.1	ENSP00000500927.1;ENSP00000500756.1;ENSP00000499998.1;ENSP00000500324.1;ENSP00000500234.1;ENSP00000317189.4;ENSP00000301843.8;ENSP00000365745.3;ENSP00000431421.1;ENSP00000436613.1	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]	4	4	3	3	3	3	0.0	0.0	286094245.82161456	456275060.8550212	0.766929581417764	-0.571272611355094	-0.512891016423228	0.387389022251562	0.11390103870822	0.495726858290773	0.0445434939911165	-0.691538874677301	0.0749875412235514	-0.115186306985	-0.0467410802060924	-0.037116171801471	0.206175825298792	-0.0959838576578802	-0.36741042408443	-0.0343196527413516	-0.0133731876213545	0.173697148769776	0.25942067752864	0.27674549666758	0.0866081420206068	0.187304569040622	-0.137608524518837	-0.143554072831117	-0.0420209391333106	-0.128291322924726	-0.223507406031077	0.0133731876213528	-0.102358285948107	-0.400696227544385	-0.141247981348574	-0.574025863479732	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
RGS10	ENSG00000148908.15	ENSP00000358097.3;ENSP00000358099.2;ENSP00000376605.1	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	2	5	2	3	2	3	0.0	0.0	372661153.3574219	380034477.26660156	0.345459156751181	-0.433344902185787	-0.387975982269161	0.206247951749852	-0.0384324586953335	0.29159567564579	-0.0248223020579701	0.127053173350181	-0.186378624733496	0.539317986224804	0.0298483641031719	0.0362061997241927	0.162267735700868	-0.220143499011508	-0.164381098551756	-0.0061487756429619	-0.0199272424265011	-0.153639482835533	0.012597428610384	0.243404225629828	-0.00235302785934977	0.203467354148607	0.140012582363472	-0.135422518162517	0.109220976036216	-0.0577377983698604	-0.739416778131851	0.0199272424264958	-0.527088952134047	-0.249001960775896	-0.289149601675533	-0.190699420375445	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
COL4A2	ENSG00000134871.19	ENSP00000383027.3;ENSP00000353654.5;ENSP00000497869.1;ENSP00000497878.1;ENSP00000496868.1;ENSP00000481492.2;ENSP00000497664.1;ENSP00000497015.1;ENSP00000497080.1	collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]	1	1	1	1	1	1	0.0	0.0	417635571.23828125	1068167093.2421875	0.130523282833147	0.149485767243856	-0.304715010814117	-0.23960946811069	-0.16653306001179	-0.23318937811792	-0.0504085152848077	0.235244646198836	0.651998876507246	0.19779566507011	0.0278661883696856	0.137724609430279	0.0464576823956877	-0.0985549509114456	-0.0417231137940153	0.0214196133173745	0.00881215019334292	-0.0160643322145404	-0.2535536312192	-0.309206715881452	0.100906912024953	-0.256632774108375	-0.439173953790839	-0.150752442978046	0.128033255098632	-0.266162990591173	0.129331855257462	-0.00881215019334114	0.0686415485976539	0.4794623166576	0.56805931744606	0.866245753686545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYH7	ENSG00000092054.13	ENSP00000347507.3	myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577]	4	5	4	4	1	1	0.0	0.0	176115048.5	139969569.02246094	1.52961905610359	-0.130353035756482	-0.621289517101697	0.613200681002553	-0.699956014615366	0.451097260740739	0.0183611856116954	-0.545811557054808	-0.582336821350804	-1.37139688331026	-0.0232195830923629	-0.792182222009565	-0.235030010901034	-0.444429376966291	-0.104207375090029	0.00373568388291634	0.021119309663419	-0.258476095706005	-0.271027447760517	0.747697718936852	0.717081456863244	-0.107914432801628	-0.234095632867678	-0.105507729611883	-0.193664387152758	0.361337386076322	-0.267225416032982	-0.0211193096634208	-0.0717618157104205	-0.500398023005356	-0.34456840301026	-0.367096651864095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FGFR1	ENSG00000077782.22	ENSP00000497266.1;ENSP00000380280.5;ENSP00000484553.1;ENSP00000340636.7;ENSP00000400162.2;ENSP00000432972.1;ENSP00000501514.1;ENSP00000501345.1;ENSP00000393312.4;ENSP00000507039.1;ENSP00000380302.2;ENSP00000348537.5;ENSP00000337247.5;ENSP00000327229.6;ENSP00000507997.1;ENSP00000507205.1;ENSP00000380292.1;ENSP00000434800.1;ENSP00000380297.4;ENSP00000435254.1;ENSP00000501425.1;ENSP00000434869.1;ENSP00000434712.1;ENSP00000433569.1;ENSP00000435283.1;ENSP00000433163.1;ENSP00000434473.1;ENSP00000392645.1;ENSP00000400708.2;ENSP00000398318.1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	6	6	4	4	4	4	0.0	0.0	718282066.4924113	29694231287.161133	0.0217478266335949	0.0842903519881411	-0.165711339915837	-0.263002531685387	0.0532635592134989	-0.109012177217991	0.0377112002276672	0.131697357359016	0.542584363153398	0.236197404743977	0.0539264427329904	0.301295814526268	-0.216716804030772	0.0216309715662444	-0.163201899930833	-0.0273130298458222	-0.00875399871147486	0.379817652652356	-0.275275196764883	-0.196106071105309	0.22699919183459	-0.0426465609405895	-0.152081539307037	0.0313936796342844	-0.311487390582657	0.111078923231929	-0.060742412699593	0.00875399871147486	0.356628596699589	-0.086885257472316	0.5342920662527	0.661006493476419	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
VAT1	ENSG00000108828.16	ENSP00000347872.2;ENSP00000465239.1;ENSP00000465946.1;ENSP00000408553.2;ENSP00000468621.1;ENSP00000466322.1;ENSP00000467131.1;ENSP00000468146.1;ENSP00000468401.1	vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]	1	1	1	1	1	1	0.0	0.0	307513556.39453125	55380284.40966797	0.0846520916789988	0.185676486668463	0.277397063808248	0.0442908725572231	0.122684681717344	0.0097602280229987	-0.0245110002843969	0.819803427002295	0.0740108276515876	0.282208638754843	0.0096096881194967	-0.103437342272464	0.10564391465373	0.253490422394599	0.0368004122790566	0.013778598567149	-0.101390604594418	0.21588761903492	-0.227192699180653	-0.0305131421993465	0.178887535030258	0.57257200136625	0.460571601008834	0.330408724942785	0.172736962153765	0.0163442534139939	-0.227221529656704	0.101390604594414	-0.0616100292839796	-0.0182772621665563	0.367021373685928	-0.374426504344136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GNG12	ENSG00000172380.6	ENSP00000360021.3	G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]	1	NA	1	NA	1	NA	0.0	NA	81096350.30859375	NA	-0.376259957868486	-0.340329290942144	-0.519342133230992	-0.708938702570013	-0.543003949790619	-0.146023883415093	-0.258505602004156	-0.152854580804302	-0.0134863491043831	1.31958629893351	0.0945240501699303	-0.236239438701229	-0.439798926715933	-0.512532742885028	-0.318560477331554	0.162858838236468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTR	ENSG00000118271.12	ENSP00000477599.2;ENSP00000497927.1;ENSP00000479174.2;ENSP00000502027.1;ENSP00000237014.4	transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]	295	350	16	18	16	18	0.0	0.0	141671145357.315	314132210428.4537	0.0810758752361949	0.197618016349587	0.175765065925443	-0.0232651215032114	0.058224493849548	-0.0833907726626029	0.00485418043732366	0.241155809946342	0.360597327598356	0.0465957677300803	0.0122726227061136	0.0378541349756176	0.0645120569020774	0.116121378031632	-0.0258625766229965	-0.0147121360454632	-0.00393414070992648	-0.0816818670665889	0.0408115855639828	-0.234388550443935	0.0379535748563207	-0.00784789166094768	-0.0428923903676264	-0.011870156406637	-0.169757692660216	0.162701111100361	-0.233514559867166	0.0039341407099247	0.535914274598529	0.365314268399352	0.35618733400257	0.375769273153988	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	347	347	347	347	347	347	347	347	347	347	347	347	347	347	347	347	347
LCN1	ENSG00000160349.10	ENSP00000263598.2;ENSP00000360846.3	lipocalin 1 [Source:HGNC Symbol;Acc:HGNC:6525]	NA	1	NA	1	NA	1	NA	0.0	NA	169301941.078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236913646083607	1.03095784638776	0.154745516899894	-0.593686187986066	-0.570421386728963	-0.432243457519792	-0.438244678195669	-0.584556510532238	-0.328166350621203	2.18767367188532	0.131632763238619	-0.0236913646083661	0.0786541387168498	0.0609817603282821	-0.382025854001967	0.388055084193933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FRMPD4	ENSG00000169933.17	ENSP00000499481.1;ENSP00000492353.2;ENSP00000500566.2;ENSP00000499962.1;ENSP00000370057.1;ENSP00000502607.1;ENSP00000482182.2;ENSP00000499417.2	FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]	NA	1	NA	1	NA	1	NA	0.0005807200929152149	NA	1177472727.3261719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0475480018862768	-0.128767462430631	-0.257595894220374	-0.190518445639345	-0.0888846366206373	-0.321580865668736	-0.175182764389103	-0.172664390568249	0.180863800340248	0.0473834381273512	-0.00793246518626489	0.0475480018862715	0.0122775340132986	0.161874652914808	0.527152735341321	0.408483053904183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMPD1	ENSG00000166311.10	ENSP00000340409.4;ENSP00000431479.1;ENSP00000434353.1;ENSP00000435350.1;ENSP00000435950.1;ENSP00000432625.1;ENSP00000436278.1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]	NA	2	NA	2	NA	2	NA	0.0	NA	56772635.396484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.131555090662003	0.100536177456592	0.241452101741606	-0.00322461107128813	0.149713726387476	0.111647643377516	0.380404178493731	0.387982957212002	0.328670901182414	0.33503507553304	0.100135227622635	-0.131555090662005	0.222455130477863	0.017701147631846	0.0375040776958091	-0.0760333140877547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ARHGDIB	ENSG00000111348.9	ENSP00000228945.4;ENSP00000445185.1;ENSP00000444860.1;ENSP00000440560.1;ENSP00000445263.1;ENSP00000437454.1;ENSP00000445450.1	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	19	12	11	6	11	6	0.0	0.0	2296925675.5861	6508719634.442058	0.291636902825847	-0.444284739825775	0.0699273439494217	0.119594477201725	0.06084110007916	0.242602237053359	0.00379156986742757	-0.800698300756444	-0.136033401734622	-0.34690043658083	-0.00584071195995506	0.0147063530138709	0.11429142360504	-0.195709974283094	-0.0623507074983518	0.00717878712346565	0.0240764563672631	-0.00979406876951838	-0.00926174534955138	0.306915512681016	0.0950385489350012	0.517978488630295	0.0404644712773941	0.0876878768514722	0.23572604728102	-0.236640812138077	-0.559719115363748	-0.0240764563672684	-0.544621739898192	-0.273351691440418	-0.104095128755981	-0.259053260403212	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
